field_key,field_title,containment_title,cosine_sim
ParticipantsText,,0.0,0.09409390389919281
PhysicalLocationProviderText,,0.0,-0.04237449914216995
PhysicalLocationClientText,,0.0,-0.057574160397052765
WhoInSessionCheckboxText,,0.0,0.11360765993595123
OtherText,,0.0,0.22202971577644348
clinical_intervention,Clinical Intervention / Progress Toward Measurable Outcome,0.3333,0.6138205528259277
homework_plan,Homework/Plan for Next Session,0.5,0.772765040397644
focus_session,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.125,0.1430836170911789
client_response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.1538,0.41190123558044434
plan_document,Document the plan. If there were barriers describe the plan to overcome the barriers.,0.2857,0.49281468987464905
intervention_description_and_narrative,Describe Interventions Delivered:,0.3333,0.6870115995407104
patients_response_interventions_delivered,Describe the Patient's Response to Interventions Delivered & Plans for Follow Up:,0.5,0.8686003684997559
