field_key,field_title,nli_axis,nli_axis_label
narrative_text,,0.2173833290537249,Weak Match
explanation_progress_text,,-0.05071709666425669,Uncertain
situation_text,Situation,0.07664076811966228,Uncertain
intervention_text,Intervention,0.10011315403509417,Uncertain
response_text,Response,0.14969943420034773,Uncertain
observations,Observations,0.4937435025189826,Weak Match
response_outcome,Response/Outcome,0.4475971956882382,Weak Match
prescreening_supplement,Prescreening Supplement,0.6213886649645575,Exact Match
narrative,Narrative,0.41794998837981495,Weak Match
focus,"What was the focus of the session (i.e alleviation of emotional disturbances, reversal or change of maladaptive Patters or behaviors, encouragement of personality growth or development)?",0.19113710099061165,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barrier to progress.",0.1988458280365255,Uncertain
focus_text,,-0.1010327507258886,Uncertain
session_text,Session Notes,-0.0881380819570006,Uncertain
interventions_text,Interventions Used/Response to Interventions*,0.0480051554712351,Uncertain
progress_text,Progress*,0.2522618020295575,Weak Match
description,Description,0.5106881388525633,Weak Match
response_text,Client Response/Assessment,0.15139215996279348,Uncertain
desc_education,Describe Education,0.8028947346015904,Exact Match
clin_obs,Clinical Observations,0.5223315954656933,Weak Match
client_response,Client Responses,0.6348425662598884,Exact Match
progress_towards,Progress Towards Recovery Plan Objectives,0.47852878046772085,Weak Match
desc_details,Describe details of housing service,0.7146257925163505,Exact Match
clin_obs,Clinical Observations,0.5223315954656933,Weak Match
client_response,Client Responses,0.6348425662598884,Exact Match
progress_towards,Progress Towards Recovery Plan Objectives,0.47852878046772085,Weak Match
timelines,Timelines for Next Service,0.44967385041239794,Weak Match
what_actions,What actions should the individual complete before next service?,0.682994416822847,Exact Match
additional,Additional progress this session,0.7811869997346231,Exact Match
additional,Additional progress this session,0.7811869997346231,Exact Match
other_contact,Other contact,0.7600619094108968,Exact Match
significant_changes_model,My Significant Changes/Needs/Life Events since last review,-0.030498600508773066,Uncertain
progressinterventionrecs,Progress/Intervention/Recommendations/Additional Comments,0.05876233284632496,Uncertain
client_satisfaction_with_services_comment,Consumer/Parent/Guardian Satisfaction with Services Comment,0.5434221688522287,Weak Match
Purpose,Purpose of Contact,0.3082755538609751,Weak Match
Response,Customer Response,0.6158082938661709,Exact Match
explanation,"Explanation (use direct quotes from Customer, when possible)",0.43046351352024753,Weak Match
details,Describe details of follow up service,0.5963720958929369,Weak Match
observations,Clinical Observations,0.6607793240167018,Exact Match
responses,Individuals Responses,0.5411602921140058,Weak Match
timeline,Timeline for Next Service,0.3210429057933858,Weak Match
progress_towards_objectives,Progress towards objectives being addressed,0.7242754765533467,Exact Match
progress_towards_objectives_being_addressed,Progress towards objectives being addressed,0.8404792204863059,Exact Match
focus_intervention,Focus / Intervention,0.49108414882743984,Weak Match
plan_for_continuing_work,Plan for Continuing Work,0.8905467585382846,Exact Match
effectiveness,Intervention Effectiveness,0.41096447659254165,Weak Match
outcomes,Describe Outcomes,0.5613273616926637,Weak Match
information,Session Information,0.7063049925158287,Exact Match
purpose,Purpose/Problem,-0.04761305317265321,Uncertain
goals,Goals/Actions,0.22535104455739188,Weak Match
intervention_course,Interventions and Course of Treatment/Action,0.10122780699983015,Uncertain
purpose,Purpose/Present,0.3029283636006724,Weak Match
response,Response,0.4337309249223206,Weak Match
purpose,Purpose/Present,0.3029283636006724,Weak Match
response,Response,0.4337309249223206,Weak Match
goal,Goal,0.6237264348064429,Exact Match
interventions_plan,Planned Interventions,0.7792321830721686,Exact Match
transition_plan,Transition Plan,0.6620426751630722,Exact Match
focus,Focus of Session,0.36914060721331676,Weak Match
care_plan,Care Plan,0.6483993844003069,Exact Match
current_service,"Describe current service(s), how the service addressed the beneficiary's behavioral health need (e.g., symptom, condition, diagnosis, and/or risk factors).",0.5333601595652128,Weak Match
service,"Describe current service(s), how the service addressed the beneficiary's behavioral health need (e.g., symptom, condition, diagnosis, and/or risk factors).",0.31959544800282486,Weak Match
goal,Goal,0.6237264348064429,Exact Match
transition_plan,Transition Plan,0.6620426751630722,Exact Match
presenting_issues,Today's presenting issues,0.7754055149085591,Exact Match
safety_plan_comments,Comments,-0.023086550298652978,Uncertain
response,Response to Interventions,0.46216076640019055,Weak Match
Progresstextbox,Progress on treatment plan (ISP) goals since last visit:,-0.3358439756272915,Strong Contradiction
Itemstextbox,Items addressed today which are on the treatment plan (ISP)?,-0.1247603495725477,Uncertain
Interventionstextbox,Interventions used and client's response to treatment:*,-0.14314720709049084,Uncertain
Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,-0.0909610364950255,Uncertain
Suicidalitytextbox,Suicidality / Danger to Others:,-0.10073437203239881,Uncertain
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,-0.1626153954936023,Partial Contradiction
Progresstextbox,Progress on treatment plan (ISP) goals since last visit:,-0.3358439756272915,Strong Contradiction
Itemstextbox,Items addressed today which are on the treatment plan (ISP)?,-0.12475970481688471,Uncertain
Interventionstextbox,Interventions used and client's response to treatment:,-0.13536348251120164,Uncertain
Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,-0.09096116788395232,Uncertain
Suicidalitytextbox,Suicidality / Danger to Others:,-0.1007345469027348,Uncertain
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,-0.1626152913918354,Partial Contradiction
Progresstextbox,Progress on goals since last visit:,-0.1526557468727151,Partial Contradiction
Interventionstextbox,"Describe interventions used and manner of delivery, including treatment goals addressed and client's response:",-0.10757147429680428,Uncertain
Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,-0.09096116788395232,Uncertain
Suicidalitytextbox,"Suicidality / Danger to Others: If suicidality / danger to others present, complete a Risk Assessment service. If not clinically relevant, put None Reported.",-0.2021318029617085,Partial Contradiction
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,-0.1626152913918354,Partial Contradiction
presentingproblemtb,Presenting Problem: (diagnosis and relevant symptoms),-0.1157640536458031,Uncertain
treatmentgoaltb,Goals for treatment: (what do you hope will be different for you),0.021617733823403113,Uncertain
psychoeducationtb,Psychoeducation provided: (information about diagnosis/effective EBP and expected outcomes),0.02639094688148875,Uncertain
treatmentbarriertb,"Possible barrier to treatment: (transportation, childcare, ability to follow through etc.)",-0.04293340370418065,Uncertain
plantb,Plan: (Next steps for starting therapy services),-0.13550641878553876,Uncertain
Narrative_text,Narrative,0.14004680189091356,Uncertain
narrative,Narrative,0.41795049402205636,Weak Match
health,Health & Safety Issues,0.29525808052622765,Weak Match
coordinating,Linking & Coordinating,0.6313448536877702,Exact Match
purpose_of_session,Purpose of Session:,0.618866417116951,Exact Match
summary_of_session,Summary of Session (What interventions were utilized and why were they necessary?):,0.534493719194371,Weak Match
service,Service,0.5697629903474808,Weak Match
during_service,What Occurred during this service event,0.7305565094306323,Exact Match
behavior,Describe any pertinent event or behavior relating to the individual which occurs during the provision of this service,0.2912786228190383,Weak Match
progress_text,,-0.05561411643440164,Uncertain
follow_up,What follow up is needed,0.5955209700808017,Weak Match
scope,Scope of Service/Interventions,0.04308347975972552,Uncertain
response,Client Response to Interventions,0.4888512119233501,Weak Match
skills,Skills taught/reinforced/materials used,0.2568804702831815,Weak Match
response,Response to Intervention,0.5154226130250179,Weak Match
BehaviorText,,-0.13757759017572307,Uncertain
InterventionText,,-0.11380798788226135,Uncertain
ResponseText,,-0.03798634084259426,Uncertain
PlanText,,-0.11080586667351414,Uncertain
AdditionalInfoText,,-0.058256055153948744,Uncertain
ParticipantsText,,-0.06240454760941409,Uncertain
PhysicalLocationProviderText,,-0.09344170259044753,Uncertain
PhysicalLocationClientText,,-0.07941116182914863,Uncertain
WhoInSessionCheckboxText,,-0.14362066392343334,Uncertain
OtherText,,-0.04253173368222284,Uncertain
clinical_intervention,Clinical Intervention / Progress Toward Measurable Outcome,0.43022398990676036,Weak Match
homework_plan,Homework/Plan for Next Session,0.33989320425567643,Weak Match
focus_session,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.32892396576685773,Weak Match
client_response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.5405151931703848,Weak Match
plan_document,Document the plan. If there were barriers describe the plan to overcome the barriers.,0.7552760719618801,Exact Match
intervention_description_and_narrative,Describe Interventions Delivered:,0.008772014468112821,Uncertain
patients_response_interventions_delivered,Describe the Patient's Response to Interventions Delivered & Plans for Follow Up:,0.6819123926593134,Exact Match
