field_key,field_title,containment_title,matched_tokens,key_tokens,title_tokens,containment_title_label,field_type,field_key_exists_in_library_flag,missing_field_title
progress_since,"Progress Since Last Visit: Progress and Updates Since Last Visit OR If Appointment No Show/Cancelled, MUST Document Follow Up:",0.1429,"['progress', 'since']","['progress', 'since']","['last', 'since', 'cancel', 'up', 'must', 'follow', 'update', 'progress', 'document', 'if', 'visit', 'appointment', 'show', 'no']",LOW,textarea,False,False
goals_objectives,Goals/Objectives from TX Plan Addressed Today:,0.3333,"['goal', 'objective']","['goal', 'objective']","['plan', 'address', 'goal', 'objective', 'tx', 'today']",LOW,textarea,False,False
response,Recipient Response/Plans Toward Goal(s):,0.2,['response'],['response'],"['response', 'toward', 'plan', 'recipient', 'goal']",LOW,textarea,False,False
subjective,Subjective (Client's description of the problem):,0.25,['subjective'],['subjective'],"['subjective', 'description', 'problem', 'client']",LOW,textarea,False,False
objective,Objective (Objective observations of the client and problem):,0.25,['objective'],['objective'],"['problem', 'objective', 'observation', 'client']",LOW,textarea,False,False
description,Description,1.0,['description'],['description'],['description'],HIGH,textarea,False,False
response,Response,1.0,['response'],['response'],['response'],HIGH,textarea,False,False
description,Description,1.0,['description'],['description'],['description'],HIGH,textarea,False,False
response,Response,1.0,['response'],['response'],['response'],HIGH,textarea,False,False
effectiveness,Effectiveness,1.0,['effectiveness'],['effectiveness'],['effectiveness'],HIGH,textarea,False,False
Progress_textbox,Observations Regarding Progress,0.3333,['progress'],"['progress', 'textbox']","['progress', 'observation', 'regard']",LOW,textarea,False,False
Intervention_textbox,Notable Observations/Intervention Comments,0.25,['intervention'],"['intervention', 'textbox']","['intervention', 'observation', 'notable', 'comment']",LOW,textarea,False,False
symptoms_problems,Symptoms/Problems Status,0.6667,"['symptom', 'problem']","['symptom', 'problem']","['status', 'symptom', 'problem']",PARTIAL,textarea,False,False
plan_information,"Plan/Additional Information, if applicable",0.4,"['information', 'plan']","['information', 'plan']","['information', 'applicable', 'plan', 'if', 'additional']",LOW,textarea,False,False
content_text,,0.0,[],"['content', 'text']",['nan'],LOW,textarea,False,True
response_text,,0.0,[],"['text', 'response']",['nan'],LOW,textarea,False,True
response_text,,0.0,[],"['text', 'response']",['nan'],LOW,textarea,False,True
current_report,Current Report of Functioning or Life Changes:,0.4,"['current', 'report']","['current', 'report']","['current', 'report', 'function', 'change', 'life']",LOW,textarea,False,False
appearance_other,"If other appearance, please describe:",0.4,"['other', 'appearance']","['other', 'appearance']","['please', 'other', 'describe', 'if', 'appearance']",LOW,textarea,False,False
mood_other,"If other mood, please describe:",0.4,"['other', 'mood']","['other', 'mood']","['please', 'mood', 'other', 'if', 'describe']",LOW,textarea,False,False
affect_other,"If other affect, please describe:",0.4,"['other', 'affect']","['other', 'affect']","['please', 'other', 'affect', 'if', 'describe']",LOW,textarea,False,False
observations,Observations,1.0,['observation'],['observation'],['observation'],HIGH,textarea,False,False
safety_details,Safety Plan Response/Details:,0.5,"['detail', 'safety']","['detail', 'safety']","['response', 'detail', 'plan', 'safety']",PARTIAL,textarea,False,False
presenting_problems,"Presenting Problem(s), as Indicated by Client/Family:",0.4,"['present', 'problem']","['present', 'problem']","['indicate', 'present', 'client', 'family', 'problem']",LOW,textarea,False,False
curr_report,Current Report of Functioning or Life Changes:,0.2,['report'],"['curr', 'report']","['current', 'report', 'function', 'change', 'life']",LOW,textarea,False,False
appearance_other,"If ""Other"", please describe:",0.25,['other'],"['other', 'appearance']","['please', 'other', 'if', 'describe']",LOW,textarea,False,False
mood_other,"If ""Other"", please describe:",0.25,['other'],"['other', 'mood']","['please', 'other', 'if', 'describe']",LOW,textarea,False,False
affect_other,"If ""Other"", please describe:",0.25,['other'],"['other', 'affect']","['please', 'other', 'if', 'describe']",LOW,textarea,False,False
observations,Observations,1.0,['observation'],['observation'],['observation'],HIGH,textarea,False,False
intervention_other,"If ""Other"" please explain:",0.25,['other'],"['intervention', 'other']","['please', 'other', 'if', 'explain']",LOW,textarea,False,False
progress_other,"If ""Other"" please explain:",0.25,['other'],"['progress', 'other']","['please', 'other', 'if', 'explain']",LOW,textarea,False,False
summary_response,Summary/Response of Interventions/Services,0.5,"['summary', 'response']","['summary', 'response']","['intervention', 'service', 'summary', 'response']",PARTIAL,textarea,False,False
safety_plan,Safety Plan Response/Details:,0.5,"['plan', 'safety']","['plan', 'safety']","['response', 'detail', 'plan', 'safety']",PARTIAL,textarea,False,False
scheduled_other,"If ""Other"" please explain:",0.25,['other'],"['schedule', 'other']","['please', 'other', 'if', 'explain']",LOW,textarea,False,False
current_report,Current Report of Functioning or Life Changes:,0.4,"['current', 'report']","['current', 'report']","['current', 'report', 'function', 'change', 'life']",LOW,textarea,False,False
appearance_other,"If other appearance, please describe:",0.4,"['other', 'appearance']","['other', 'appearance']","['please', 'other', 'describe', 'if', 'appearance']",LOW,textarea,False,False
mood_other,"If other mood, please describe:",0.4,"['other', 'mood']","['other', 'mood']","['please', 'mood', 'other', 'if', 'describe']",LOW,textarea,False,False
affect_other,"If other affect, please describe:",0.4,"['other', 'affect']","['other', 'affect']","['please', 'other', 'affect', 'if', 'describe']",LOW,textarea,False,False
observations,Observations,1.0,['observation'],['observation'],['observation'],HIGH,textarea,False,False
safety_details,Safety Plan Response/Details:,0.5,"['detail', 'safety']","['detail', 'safety']","['response', 'detail', 'plan', 'safety']",PARTIAL,textarea,False,False
current_report,Current Report of Functioning or Life Changes:,0.4,"['current', 'report']","['current', 'report']","['current', 'report', 'function', 'change', 'life']",LOW,textarea,False,False
appearance_other,"If other appearance, please describe:",0.4,"['other', 'appearance']","['other', 'appearance']","['please', 'other', 'describe', 'if', 'appearance']",LOW,textarea,False,False
mood_other,"If other mood, please describe:",0.4,"['other', 'mood']","['other', 'mood']","['please', 'mood', 'other', 'if', 'describe']",LOW,textarea,False,False
affect_other,"If other affect, please describe:",0.4,"['other', 'affect']","['other', 'affect']","['please', 'other', 'affect', 'if', 'describe']",LOW,textarea,False,False
observations,Observations,1.0,['observation'],['observation'],['observation'],HIGH,textarea,False,False
safety_details,Safety Plan Response/Details:,0.5,"['detail', 'safety']","['detail', 'safety']","['response', 'detail', 'plan', 'safety']",PARTIAL,textarea,False,False
Summary_textbox,,0.0,[],"['textbox', 'summary']",['nan'],LOW,textarea,False,True
Interventions_textbox,,0.0,[],"['intervention', 'textbox']",['nan'],LOW,textarea,False,True
Assessments_textbox,,0.0,[],"['textbox', 'assessment']",['nan'],LOW,textarea,False,True
Plan_textbox,,0.0,[],"['textbox', 'plan']",['nan'],LOW,textarea,False,True
description,Description of Activity/encounter:,0.3333,['description'],['description'],"['encounter', 'description', 'activity']",LOW,textarea,False,False
narrative,"Session Narrative: Describe goal, interventions, client’s response, and provider’s next steps to address symptoms, behaviors, conditions, or problems experienced due to the wildfire crisis. Include suicide risk level and current status.	",0.04,['narrative'],['narrative'],"['condition', 'session', 'step', 'risk', 'wildfire', 'suicide', 'due', 'response', 'status', 'symptom', 'crisis', 'provider', 'address', 'goal', 'narrative', 'behavior', 'level', 'problem', 'include', 'next', 'intervention', 'current', 'experienced', 'client', 'describe']",LOW,textarea,False,False
riskofharm_notes,Explain (Risk of Harm),0.0,[],"['riskofharm', 'note']","['harm', 'explain', 'risk']",LOW,textarea,False,False
focus,Focus of Session,0.5,['focus'],['focus'],"['focus', 'session']",PARTIAL,textarea,False,False
assessment_risk,Assessment of Risk,1.0,"['assessment', 'risk']","['assessment', 'risk']","['assessment', 'risk']",HIGH,textarea,False,False
response,Client Voice Response to Intervention/Progress,0.2,['response'],['response'],"['response', 'intervention', 'progress', 'client', 'voice']",LOW,textarea,False,False
description_issues,Description of Current Issues,0.6667,"['description', 'issue']","['description', 'issue']","['current', 'description', 'issue']",PARTIAL,textarea,False,False
C_ManagementNotetxt,,0.0,[],"['notetxt', 'c', 'management']",['nan'],LOW,textarea,False,True
service_plan_text,,0.0,[],"['service', 'plan', 'text']",['nan'],LOW,textarea,False,True
tcm_service_text,,0.0,[],"['service', 'tcm', 'text']",['nan'],LOW,textarea,False,True
service,Service,1.0,['service'],['service'],['service'],HIGH,textarea,False,False
counseling_interventions,"""Therapeutic Interventions Provided""",0.3333,['intervention'],"['intervention', 'counsel']","['intervention', 'provide', 'therapeutic']",LOW,textarea,False,False
counseling_progress,Description of Service/Progress Towards Goals,0.2,['progress'],"['progress', 'counsel']","['towards', 'progress', 'goal', 'service', 'description']",LOW,textarea,False,False
counseling_response,Client's/Other's response and insights to provider's intervention and recommendations,0.1429,['response'],"['counsel', 'response']","['response', 'intervention', 'other', 'recommendation', 'provider', 'client', 'insight']",LOW,textarea,False,False
counseling_plan,Additional Information/Plan (if applicable),0.2,['plan'],"['counsel', 'plan']","['information', 'applicable', 'plan', 'if', 'additional']",LOW,textarea,False,False
tbs_progress,Description of Service/Progress Towards Goals,0.2,['progress'],"['progress', 'tbs']","['towards', 'progress', 'goal', 'service', 'description']",LOW,textarea,False,False
tbs_intervention,Client's/Other's response and insights to provider's intervention and recommendations,0.1429,['intervention'],"['intervention', 'tbs']","['response', 'intervention', 'other', 'recommendation', 'provider', 'client', 'insight']",LOW,textarea,False,False
cpst_progress,Description of Service/Progress Towards Goals,0.2,['progress'],"['progress', 'cpst']","['towards', 'progress', 'goal', 'service', 'description']",LOW,textarea,False,False
cpst_intervention,Client's/Other's response and insights to provider's intervention and recommendations,0.1429,['intervention'],"['intervention', 'cpst']","['response', 'intervention', 'other', 'recommendation', 'provider', 'client', 'insight']",LOW,textarea,False,False
purpose,Purpose,1.0,['purpose'],['purpose'],['purpose'],HIGH,textarea,False,False
Response,Response,1.0,['response'],['response'],['response'],HIGH,textarea,False,False
relevant_text,Relevant issues reported,0.3333,['relevant'],"['relevant', 'text']","['report', 'relevant', 'issue']",LOW,textarea,False,False
objectives_text,Person's Report of Progress Towards Goals / Objectives Since Last Session,0.1111,['objective'],"['objective', 'text']","['last', 'towards', 'since', 'report', 'session', 'person', 'progress', 'goal', 'objective']",LOW,textarea,False,False
narrative_text,Narrative/Interventions,0.5,['narrative'],"['narrative', 'text']","['intervention', 'narrative']",PARTIAL,textarea,False,False
Narrative_text,,0.0,[],"['narrative', 'text']",['nan'],LOW,textarea,False,True
narrative_text,Narrative,1.0,['narrative'],"['narrative', 'text']",['narrative'],HIGH,textarea,False,False
situation_text,"SITUATION - Current status, functioning, active symptoms",0.1667,['situation'],"['situation', 'text']","['situation', 'current', 'status', 'symptom', 'function', 'active']",LOW,textarea,False,False
intervention_text,INTERVENTION - Intervention used to address the symptoms*,0.25,['intervention'],"['intervention', 'text']","['intervention', 'symptom', 'use', 'address']",LOW,textarea,False,False
response_text,RESPONSE - Response of the Person to the intervention,0.3333,['response'],"['text', 'response']","['intervention', 'person', 'response']",LOW,textarea,False,False
Narrative_text,,0.0,[],"['narrative', 'text']",['nan'],LOW,textarea,False,True
purposeofmeeting,Purpose of Meeting:,0.0,[],['purposeofmeete'],"['purpose', 'meeting']",LOW,textarea,False,False
response,Client Response:,0.5,['response'],['response'],"['response', 'client']",PARTIAL,textarea,False,False
purpose_text,PURPOSE: Directly relates to community support objective from IPC / ISA / One Plan.,0.1,['purpose'],"['purpose', 'text']","['community', 'plan', 'isa', 'directly', 'objective', 'one', 'purpose', 'support', 'relate', 'ipc']",LOW,textarea,False,False
activity_text,ACTIVITY: Describe the activity that relates to the service intervention. ,0.2,['activity'],"['text', 'activity']","['intervention', 'activity', 'service', 'describe', 'relate']",LOW,textarea,False,False
other_text,Other Evidence Based Practice/promising practice (not otherwise listed):,0.125,['other'],"['other', 'text']","['practice', 'other', 'promise', 'base', 'otherwise', 'list', 'not', 'evidence']",LOW,textarea,False,False
response_text,RESPONSE: Individuals response to the service activity.,0.25,['response'],"['text', 'response']","['activity', 'individual', 'service', 'response']",LOW,textarea,False,False
overall_text,OVERALL OUTCOME: Progress toward objective & plan for next service.*,0.125,['overall'],"['overall', 'text']","['next', 'outcome', 'toward', 'plan', 'overall', 'objective', 'progress', 'service']",LOW,textarea,False,False
chief_complaint,Subjective/Chief Concern,0.3333,['chief'],"['complaint', 'chief']","['subjective', 'concern', 'chief']",LOW,textarea,False,False
medication_effects,Medication Adverse Effects,0.6667,"['effect', 'medication']","['effect', 'medication']","['adverse', 'effect', 'medication']",PARTIAL,textarea,False,False
review_of_systems,Review of Systems/Medical Issues,0.5,"['system', 'review']","['system', 'review']","['medical', 'system', 'review', 'issue']",PARTIAL,textarea,False,False
objective,Objective,1.0,['objective'],['objective'],['objective'],HIGH,textarea,False,False
psych_assessment,Assessment,1.0,['assessment'],"['psych', 'assessment']",['assessment'],HIGH,textarea,False,False
medication_risks_benefits,Medication Risks and Benefits,1.0,"['benefit', 'medication', 'risk']","['benefit', 'medication', 'risk']","['benefit', 'medication', 'risk']",HIGH,textarea,False,False
treatment_plan,Plan,1.0,['plan'],"['plan', 'treatment']",['plan'],HIGH,textarea,False,False
purpose_text,,0.0,[],"['purpose', 'text']",['nan'],LOW,textarea,False,True
activity_text,,0.0,[],"['text', 'activity']",['nan'],LOW,textarea,False,True
response_text,,0.0,[],"['text', 'response']",['nan'],LOW,textarea,False,True
overall_outcome_text,,0.0,[],"['overall', 'outcome', 'text']",['nan'],LOW,textarea,False,True
individual_response,Individual's Response to Intervention,0.6667,"['individual', 'response']","['individual', 'response']","['intervention', 'individual', 'response']",PARTIAL,textarea,False,False
talked_about,What we talked about,0.5,"['talk', 'about']","['talk', 'about']","['what', 'we', 'talk', 'about']",PARTIAL,textarea,False,False
plans,Plans (Who will do what by when?),0.1667,['plan'],['plan'],"['will', 'when', 'who', 'what', 'plan', 'do']",LOW,textarea,False,False
summary_text,,0.0,[],"['summary', 'text']",['nan'],LOW,textarea,False,True
response,Client Response and Participation,0.3333,['response'],['response'],"['response', 'participation', 'client']",LOW,textarea,False,False
planning,Discharge Planning/Follow Up,0.25,['plan'],['plan'],"['up', 'discharge', 'follow', 'plan']",LOW,textarea,False,False
purpose,Overall Purpose,0.5,['purpose'],['purpose'],"['overall', 'purpose']",PARTIAL,textarea,False,False
focus,Focus of Session,0.5,['focus'],['focus'],"['focus', 'session']",PARTIAL,textarea,False,False
mse,Mental Status Exam,0.0,[],['mse'],"['status', 'mental', 'exam']",LOW,textarea,False,False
service,Service and Intervention Narrative,0.3333,['service'],['service'],"['intervention', 'service', 'narrative']",LOW,textarea,False,False
response,Client Response and Participation,0.3333,['response'],['response'],"['response', 'participation', 'client']",LOW,textarea,False,False
planning,Discharge Planning/Follow Up,0.25,['plan'],['plan'],"['up', 'discharge', 'follow', 'plan']",LOW,textarea,False,False
symptoms_text,Symptoms/Risk Factors,0.3333,['symptom'],"['symptom', 'text']","['symptom', 'factor', 'risk']",LOW,textarea,False,False
intervention_text,Intervention,1.0,['intervention'],"['intervention', 'text']",['intervention'],HIGH,textarea,False,False
response_text,Client response to intervention,0.3333,['response'],"['text', 'response']","['intervention', 'response', 'client']",LOW,textarea,False,False
topicscovered_text,Topics Covered During SUD Treatment,0.0,[],"['topicscovere', 'text']","['cover', 'during', 'sud', 'treatment', 'topic']",LOW,textarea,False,False
progress_text,Progress Made Towards Goals,0.25,['progress'],"['progress', 'text']","['progress', 'make', 'towards', 'goal']",LOW,textarea,False,False
intervention_text,Intervention for Encounter,0.5,['intervention'],"['intervention', 'text']","['intervention', 'encounter']",PARTIAL,textarea,False,False
response_text,Client Response to Intervention During Encounter,0.2,['response'],"['text', 'response']","['response', 'intervention', 'during', 'encounter', 'client']",LOW,textarea,False,False
Goals,Goals and Objectives Targeted in the Session,0.25,['goal'],['goal'],"['goal', 'objective', 'session', 'target']",LOW,textarea,False,False
Response,Clients Response or Reaction to Treatment Intervention(s),0.2,['response'],['response'],"['response', 'intervention', 'treatment', 'client', 'reaction']",LOW,textarea,False,False
Observations,Significant Observations/Observation of Risk to Self or Others,0.2,['observation'],['observation'],"['self', 'observation', 'other', 'significant', 'risk']",LOW,textarea,False,False
goals,Goals,1.0,['goal'],['goal'],['goal'],HIGH,textarea,False,False
intervention_continued,Intervention Continued,1.0,"['intervention', 'continue']","['intervention', 'continue']","['intervention', 'continue']",HIGH,textarea,False,False
Update_Assessment,Update/Assessment,1.0,"['assessment', 'update']","['assessment', 'update']","['assessment', 'update']",HIGH,textarea,False,False
InterventionTB,Intervention,1.0,['intervention'],"['intervention', 'tb']",['intervention'],HIGH,textarea,False,False
activity_1,Coordination Activity,0.5,['activity'],"['1', 'activity']","['coordination', 'activity']",PARTIAL,textarea,False,False
activity_2,Coordination Activity,0.5,['activity'],"['2', 'activity']","['coordination', 'activity']",PARTIAL,textarea,False,False
activity_3,Coordination Activity,0.5,['activity'],"['3', 'activity']","['coordination', 'activity']",PARTIAL,textarea,False,False
activity_4,Coordination Activity,0.5,['activity'],"['4', 'activity']","['coordination', 'activity']",PARTIAL,textarea,False,False
purpose_text,Purpose of this intervention,0.5,['purpose'],"['purpose', 'text']","['intervention', 'purpose']",PARTIAL,textarea,False,False
medical_necessity_text,Medical Necessity,1.0,"['medical', 'necessity']","['medical', 'necessity', 'text']","['medical', 'necessity']",HIGH,textarea,False,False
staff_role_text,Staff role,1.0,"['staff', 'role']","['role', 'staff', 'text']","['role', 'staff']",HIGH,textarea,False,False
behavior_text,"Participant behavior, affect, response to interventions provided",0.1667,['behavior'],"['behavior', 'text']","['provide', 'response', 'intervention', 'affect', 'behavior', 'participant']",LOW,textarea,False,False
next_steps_text,Next steps,1.0,"['next', 'step']","['next', 'step', 'text']","['next', 'step']",HIGH,textarea,False,False
comments_text,Comments,1.0,['comment'],"['comment', 'text']",['comment'],HIGH,textarea,False,False
clinintervention_progress,Clinical Intervention / Progress Towards Measurable Outcomes,0.1667,['progress'],"['progress', 'clinintervention']","['clinical', 'outcome', 'measurable', 'towards', 'intervention', 'progress']",LOW,textarea,False,False
progress_note,Progress Note,1.0,"['progress', 'note']","['progress', 'note']","['progress', 'note']",HIGH,textarea,False,False
intervension_focus_of_session,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.125,"['focus', 'session']","['focus', 'session', 'intervension']","['pattern', 'focus', 'growth', 'what', 'development', 'session', 'maladaptive', 'personality', 'encouragement', 'disturbance', 'change', 'reversal', 'behavior', 'emotional', 'ie', 'alleviation']",LOW,textarea,False,False
describe_intervensions_provided,Describe the interventions provided.,0.6667,"['describe', 'provide']","['provide', 'describe', 'intervension']","['intervention', 'describe', 'provide']",PARTIAL,textarea,False,False
describe_clients_response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.2308,"['client', 'describe', 'response']","['response', 'describe', 'client']","['strength', 'make', 'reason', 'response', 'intervention', 'toward', 'barrier', 'progress', 'goal', 'if', 'client', 'not', 'describe']",LOW,textarea,False,False
document_the_plan,Document the plan. If there were barriers describe the plan to overcome the barriers.,0.2857,"['document', 'plan']","['document', 'plan']","['barrier', 'plan', 'document', 'if', 'there', 'overcome', 'describe']",LOW,textarea,False,False
plan_from_last_service,Plan from Last Service,1.0,"['last', 'service', 'plan']","['last', 'service', 'plan']","['last', 'service', 'plan']",HIGH,textarea,False,False
employment_education,Employment/education goals addressed in this session,0.4,"['education', 'employment']","['education', 'employment']","['session', 'address', 'goal', 'education', 'employment']",LOW,textarea,False,False
narrative,Tobacco Cessation Services Provided:,0.0,[],['narrative'],"['service', 'cessation', 'tobacco', 'provide']",LOW,textarea,False,False
response,Client response (and family if applicable) to session provided: Prompt client to restate to reflect learning:,0.0909,['response'],['response'],"['applicable', 'restate', 'learn', 'provide', 'response', 'reflect', 'session', 'if', 'client', 'prompt', 'family']",LOW,textarea,False,False
housing_intervention,Content / Intervention and Progress,0.3333,['intervention'],"['intervention', 'housing']","['intervention', 'content', 'progress']",LOW,textarea,False,False
peer_intervention,Content / Intervention and Progress,0.3333,['intervention'],"['intervention', 'peer']","['intervention', 'content', 'progress']",LOW,textarea,False,False
residential_progress,"Progress (or lack of) towards Treatment Plans, Goals, Objectives addressed by this Progress Note",0.1111,['progress'],"['progress', 'residential']","['towards', 'note', 'plan', 'address', 'progress', 'goal', 'objective', 'treatment', 'lack']",LOW,textarea,False,False
residential_assessment_plan,Case Manager's Assessment / Plan of Action,0.4,"['assessment', 'plan']","['assessment', 'plan', 'residential']","['action', 'plan', 'case', 'manager', 'assessment']",LOW,textarea,False,False
lincoln_service,Service,1.0,['service'],"['service', 'lincoln']",['service'],HIGH,textarea,False,False
lincoln_next_steps,"Next Steps including, but not limited to, planned action steps by the provider or by the beneficiary, collaboration with the beneficiary, collaboration with other provider(s) and any update to the problem list as appropriate.",0.1176,"['next', 'step']","['lincoln', 'next', 'step']","['problem', 'include', 'next', 'beneficiary', 'action', 'but', 'collaboration', 'plan', 'provider', 'step', 'other', 'update', 'appropriate', 'list', 'not', 'limited', 'any']",LOW,textarea,False,False
summary_text,Summary,1.0,['summary'],"['summary', 'text']",['summary'],HIGH,textarea,False,False
additional_summary_text,Additional Summary,1.0,"['additional', 'summary']","['additional', 'summary', 'text']","['additional', 'summary']",HIGH,textarea,False,False
psych_assessment_plan,Psych Assessment & Plan,1.0,"['psych', 'assessment', 'plan']","['psych', 'assessment', 'plan']","['psych', 'assessment', 'plan']",HIGH,textarea,False,False
focus,"What was the focus of the session (i.e alleviation of emotional disturbances, reversal or change of maladaptive Patters or behaviors, encouragement of personality growth or development)?",0.0625,['focus'],['focus'],"['focus', 'growth', 'what', 'patter', 'development', 'session', 'maladaptive', 'personality', 'encouragement', 'disturbance', 'change', 'reversal', 'behavior', 'emotional', 'ie', 'alleviation']",LOW,textarea,False,False
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barrier to progress.",0.0769,['response'],['response'],"['strength', 'make', 'reason', 'response', 'intervention', 'toward', 'barrier', 'progress', 'goal', 'if', 'client', 'not', 'describe']",LOW,textarea,False,False
GoalTB,Client Goal Addressed (FACE TO FACE ONLY),0.2,['goal'],"['goal', 'tb']","['face', 'only', 'address', 'goal', 'client']",LOW,textarea,False,False
InterventionTB,Staff Intervention (FACE TO FACE ONLY),0.25,['intervention'],"['intervention', 'tb']","['intervention', 'only', 'face', 'staff']",LOW,textarea,False,False
ResponseTB,Client Response to Intervention (FACE TO FACE ONLY),0.2,['response'],"['tb', 'response']","['face', 'response', 'intervention', 'only', 'client']",LOW,textarea,False,False
PlanTB,Plan (What are the next Steps):,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,textarea,False,False
NotesTB,Notes:,1.0,['note'],"['tb', 'note']",['note'],HIGH,textarea,False,False
if_yes,If Yes Specify:,0.6667,"['yes', 'if']","['yes', 'if']","['yes', 'if', 'specify']",PARTIAL,textarea,False,False
purpose_of, Purpose of Visit:,0.5,['purpose'],['purpose'],"['purpose', 'visit']",PARTIAL,textarea,False,False
behavioral_obs,Behavioral Observations:,0.5,['behavioral'],"['ob', 'behavioral']","['observation', 'behavioral']",PARTIAL,textarea,False,False
additional_comments,Additional Comments:,1.0,"['additional', 'comment']","['additional', 'comment']","['additional', 'comment']",HIGH,textarea,False,False
fyes_spec,If Yes Specify:,0.0,[],"['fye', 'spec']","['yes', 'if', 'specify']",LOW,textarea,False,False
findings_planemptytxt,Findings and Plan,0.5,['finding'],"['finding', 'planemptytxt']","['finding', 'plan']",PARTIAL,textarea,False,False
note_topics,Note On Topics Discussed Findings & Plan:,0.4,"['topic', 'note']","['topic', 'note']","['note', 'finding', 'plan', 'discuss', 'topic']",LOW,textarea,False,False
persons_involved, Persons involved in this event:,0.6667,"['involve', 'person']","['involve', 'person']","['involve', 'event', 'person']",PARTIAL,textarea,False,False
desc_activitytxt,Describe Individualized Activity,0.0,[],"['activitytxt', 'desc']","['individualized', 'describe', 'activity']",LOW,textarea,False,False
situation_text,Situation,1.0,['situation'],"['situation', 'text']",['situation'],HIGH,textarea,False,False
intervention_text,Intervention,1.0,['intervention'],"['intervention', 'text']",['intervention'],HIGH,textarea,False,False
response_text,Response,1.0,['response'],"['text', 'response']",['response'],HIGH,textarea,False,False
situation,Situation,1.0,['situation'],['situation'],['situation'],HIGH,textarea,False,False
response,Client Response,0.5,['response'],['response'],"['response', 'client']",PARTIAL,textarea,False,False
appointment,Next Appointment Date/Time,0.25,['appointment'],['appointment'],"['next', 'date', 'time', 'appointment']",LOW,textarea,False,False
situation,Situation,1.0,['situation'],['situation'],['situation'],HIGH,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
situation,Situation,1.0,['situation'],['situation'],['situation'],HIGH,textarea,False,False
stage,List treatment stage,0.3333,['stage'],['stage'],"['list', 'treatment', 'stage']",LOW,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
referral,Referral,1.0,['referral'],['referral'],['referral'],HIGH,textarea,False,False
whyreferred,"If referred, please explain why.",0.0,[],['whyreferre'],"['please', 'explain', 'refer', 'why', 'if']",LOW,textarea,False,False
appt,Next Appoint Date/Time,0.0,[],['appt'],"['next', 'date', 'appoint', 'time']",LOW,textarea,False,False
situation,Situation,1.0,['situation'],['situation'],['situation'],HIGH,textarea,False,False
next_appointment,Next Appointment Date/Time,0.5,"['next', 'appointment']","['next', 'appointment']","['next', 'date', 'time', 'appointment']",PARTIAL,textarea,False,False
situation,Situation,1.0,['situation'],['situation'],['situation'],HIGH,textarea,False,False
response,Client Response,0.5,['response'],['response'],"['response', 'client']",PARTIAL,textarea,False,False
appt,Next Appointment Date/Time,0.0,[],['appt'],"['next', 'date', 'time', 'appointment']",LOW,textarea,False,False
nature_text,,0.0,[],"['nature', 'text']",['nan'],LOW,textarea,False,True
men_stat_text,,0.0,[],"['stat', 'man', 'text']",['nan'],LOW,textarea,False,True
req_description_text,,0.0,[],"['description', 'req', 'text']",['nan'],LOW,textarea,False,True
safetyplan_text,Safety Plan,0.0,[],"['text', 'safetyplan']","['plan', 'safety']",LOW,textarea,False,False
response,Response:,1.0,['response'],['response'],['response'],HIGH,textarea,False,False
response,Client Response,0.5,['response'],['response'],"['response', 'client']",PARTIAL,textarea,False,False
notes_textbox,Notes:,1.0,['note'],"['textbox', 'note']",['note'],HIGH,textarea,False,False
plan_textbox,Plan:,1.0,['plan'],"['textbox', 'plan']",['plan'],HIGH,textarea,False,False
notes_textbox,Notes:,1.0,['note'],"['textbox', 'note']",['note'],HIGH,textarea,False,False
plan_textbox,Plan:,1.0,['plan'],"['textbox', 'plan']",['plan'],HIGH,textarea,False,False
notes_tb,Notes:,1.0,['note'],"['tb', 'note']",['note'],HIGH,textarea,False,False
event_text,,0.0,[],"['event', 'text']",['nan'],LOW,textarea,False,True
intervention_text, ,0.0,[],"['intervention', 'text']",[],LOW,textarea,False,True
hide_PLAN_header, ,0.0,[],"['plan', 'hide', 'header']",[],LOW,textarea,False,True
hide_TREATMENT_header, ,0.0,[],"['treatment', 'header', 'hide']",[],LOW,textarea,False,True
hide_ASSESSMENT_header, ,0.0,[],"['assessment', 'header', 'hide']",[],LOW,textarea,False,True
situation,Situation,1.0,['situation'],['situation'],['situation'],HIGH,textarea,False,False
response,Client Response,0.5,['response'],['response'],"['response', 'client']",PARTIAL,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
