report_class_id,field_key,field_title,field_type,field_key exists in field_key_library?,field_key_definition
HCRSSoapNoteReport,assessment_text,Assessment: Progress towards clinical objective.,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, prevalent mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results."
HCRSSoapNoteReport,plan,PLAN:,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
HCRSSoapNoteReport,plan_text,PLAN:,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
HCRSSupportiveNoteReport,subjective,Subjective: Client statement of concern/functioning/problem.,checkbox,FALSE,
HCRSSupportiveNoteReport,subjective_text,Subjective: Client statement of concern/functioning/problem.,textarea,TRUE,"The field holds information provided by the client about their subjective experience throughout recent days regarding their emotional state in relation to various events. The field also contains the therapist's intervention regarding the client's report. The focus of this field is on identifying the client's coping skill's advancement, their emotional state and various triggers and sensibilities."
HCRSSupportiveNoteReport,objective,Objective: Clinical intervention provided today in response to presenting problem.,checkbox,FALSE,
HCRSSupportiveNoteReport,objective_text,Objective: Clinical intervention provided today in response to presenting problem.,textarea,TRUE,"This field contains an assessment of the client's session engagement and mental status ( such as cooperativeness, posture, affect, eye contact, and client's risk levels for dangers to self (DTS), dangers to others (DTO), or suicidal ideation (SI)) . This field also needs to include the client’s therapeutic goals and objectives, their understanding of these goals, and their motivation to accomplish them."
HCRSSupportiveNoteReport,assessment,Assessment: Progress towards clinical objective.,checkbox,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
HCRSSupportiveNoteReport,assessment_text,Assessment: Progress towards clinical objective.,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, prevalent mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results."
HCRSSupportiveNoteReport,plan,PLAN:,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
HCRSSupportiveNoteReport,plan_text,PLAN:,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
HegiraselfpayprogressnoteReport,progress,"Movement toward treatment plan objectives by (include Individual's perception of services, supports and/or treatment and progress toward goals)",textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
HegiraselfpayprogressnoteReport,staff_intervention,"Staff intervention (i.e. modality, EBP, assignment of homework, etc.)",textarea,TRUE,"The field describes the therapeutic interventions employed by the staff during a therapy session. The field describes first the symptoms and/or the therapeutic goals underlying the intervention used, then the interventions themselves and at lastly the rationale behind the intervention and its desired effect for the client. This may include practicing skills to overcome psychological issues, learning about specific conditions and symptoms, learning problem solving techniques, and dealing with daily routines, self care and bureaucratic issues."
HegiraselfpayprogressnoteReport,individual_response,Individual's Response to Intervention,textarea,FALSE,
HegirawraparoundnoteReport,talked_about,What we talked about,textarea,FALSE,
HegirawraparoundnoteReport,comments,Comments,textarea,TRUE,"This field allows healthcare professionals to capture supplementary information at their discretion, without categorical limitations but may often include information not covered by other fields, or issues that require extra emphasis."
HegirawraparoundnoteReport,plans,Plans (Who will do what by when?),textarea,FALSE,
HighlandsTherapyReport,summary,,radio,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
HighlandsTherapyReport,summary_text,,textarea,FALSE,
HorizonBHProgressReport,intervention,Service and Intervention Narrative,textarea,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
HorizonBHProgressReport,response,Client Response and Participation,textarea,FALSE,
HorizonBHProgressReport,planning,Discharge Planning/Follow Up,textarea,FALSE,
HorizonFreeTextReport,purpose,Overall Purpose,textarea,FALSE,
HorizonFreeTextReport,comments,Comments,textarea,TRUE,"This field allows healthcare professionals to capture supplementary information at their discretion, without categorical limitations but may often include information not covered by other fields, or issues that require extra emphasis."
HorizonFreeTextReport,progress,Progress Made,textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
HorizonIndividualNoteReport,focus,Focus of Session,textarea,FALSE,
HorizonIndividualNoteReport,mse,Mental Status Exam,textarea,FALSE,
HorizonIndividualNoteReport,service,Service and Intervention Narrative,textarea,FALSE,
HorizonIndividualNoteReport,response,Client Response and Participation,textarea,FALSE,
HorizonIndividualNoteReport,planning,Discharge Planning/Follow Up,textarea,FALSE,
HorizonsMHCCrisisProgressNoteReport,symptoms_text,Symptoms/Risk Factors,textarea,FALSE,
HorizonsMHCCrisisProgressNoteReport,intervention_text,Intervention,textarea,FALSE,
HorizonsMHCCrisisProgressNoteReport,response_text,Client response to intervention,textarea,FALSE,
HorizonsMHCCrisisProgressNoteReport,plan_text,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
HorizonsMHCSubstanceAbuseNoteReport,topicscovered_text,Topics Covered During SUD Treatment,textarea,FALSE,
HorizonsMHCSubstanceAbuseNoteReport,progress_text,Progress Made Towards Goals,textarea,FALSE,
HorizonsMHCSubstanceAbuseNoteReport,intervention_text,Intervention for Encounter,textarea,FALSE,
HorizonsMHCSubstanceAbuseNoteReport,response_text,Client Response to Intervention During Encounter,textarea,FALSE,
HorizonsMHCSubstanceAbuseNoteReport,plan_text,Plan for Next Encounter,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
HumandevelopmentcenterCSPAReport,Goals,Goals and Objectives Targeted in the Session,textarea,FALSE,
HumandevelopmentcenterCSPAReport,Intervention,Intervention Delivered and Methods Used,textarea,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
HumandevelopmentcenterCSPAReport,Response,Clients Response or Reaction to Treatment Intervention(s),textarea,FALSE,
HumandevelopmentcenterCSPAReport,Modality,Service Modality,checkbox,FALSE,
HumandevelopmentcenterCSPAReport,Observations,Significant Observations/Observation of Risk to Self or Others,textarea,FALSE,
HumandevelopmentcenterCSPAReport,Plan,Plan for Next Session,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
HumandevelopmentcenterCSPCReport,goals,Goals,textarea,FALSE,
HumandevelopmentcenterCSPCReport,intervention,Intervention,textarea,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
HumandevelopmentcenterCSPCReport,continue,Continue?,radio,FALSE,
HumandevelopmentcenterCSPCReport,intervention_continued,Intervention Continued,textarea,FALSE,
HumandevelopmentcenterCSPCReport,assessment,Assessment,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
HumandevelopmentcenterCSPCReport,plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
HumandevelopmentcenterEAPNoteReport,Update_Assessment,Update/Assessment,textarea,FALSE,
HumandevelopmentcenterEAPNoteReport,Intervention,Intervention,textarea,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
HumandevelopmentcenterEAPNoteReport,Plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
HumandevelopmentcenterF2FReport,Assessment,Update/Assessment,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
HumandevelopmentcenterF2FReport,Intervention,Type of Focused Intervention (If Applicable),checkbox,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
HumandevelopmentcenterF2FReport,InterventionTB,Intervention,textarea,FALSE,
HumandevelopmentcenterF2FReport,Plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
HVMHCCaseManagementReport,activity_type_1,Type of Coordination Activity,checkbox,FALSE,
HVMHCCaseManagementReport,activity_1,Coordination Activity,textarea,FALSE,
HVMHCCaseManagementReport,activity_type_2,Type of Coordination Activity,checkbox,FALSE,
HVMHCCaseManagementReport,activity_2,Coordination Activity,textarea,FALSE,
HVMHCCaseManagementReport,activity_type_3,Type of Coordination Activity,checkbox,FALSE,
HVMHCCaseManagementReport,activity_3,Coordination Activity,textarea,FALSE,
HVMHCCaseManagementReport,activity_type_4,Type of Coordination Activity,checkbox,FALSE,
HVMHCCaseManagementReport,activity_4,Coordination Activity,textarea,FALSE,
IndependenceCenterCommunitySupportReport,note_type,Note Type,dropdown,FALSE,
IndependenceCenterCommunitySupportReport,contact_type,Contact Type,dropdown,FALSE,
IndependenceCenterCommunitySupportReport,purpose_text,Purpose of this intervention,textarea,FALSE,
IndependenceCenterCommunitySupportReport,medical_necessity_text,Medical Necessity,textarea,FALSE,
IndependenceCenterCommunitySupportReport,staff_role_text,Staff role,textarea,FALSE,
IndependenceCenterCommunitySupportReport,behavior_text,"Participant behavior, affect, response to interventions provided",textarea,FALSE,
IndependenceCenterCommunitySupportReport,next_steps_text,Next steps,textarea,FALSE,
IndependenceCenterCommunitySupportReport,comments_text,Comments,textarea,FALSE,
ISKTherapyNoteReport,clinintervention_progress,Clinical Intervention / Progress Towards Measurable Outcomes,textarea,FALSE,
JudsonIndividualTherapyNoteReport,progress_note,Progress Note,textarea,FALSE,
LifestreamReport,intervension_focus_of_session,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",textarea,FALSE,
LifestreamReport,describe_intervensions_provided,Describe the interventions provided.,textarea,FALSE,
LifestreamReport,describe_clients_response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",textarea,FALSE,
LifestreamReport,document_the_plan,Document the plan. If there were barriers describe the plan to overcome the barriers.,textarea,FALSE,
LifestreamReport,plan_from_last_service,Plan from Last Service,textarea,FALSE,
LighthouseIPSReport,completed_checkbox,,checkbox,FALSE,
LighthouseIPSReport,employment_education,Employment/education goals addressed in this session,textarea,FALSE,
LighthouseIPSReport,member_response,"Member response and interventions used in session (including disclosure, benefits support, and IPS forms)",textarea,TRUE,"This field captures a comprehensive overview of the member's response to interactions with the staff. It includes the member's mental and physical health status, response to treatment, suggestions or activities, coping strategies, and any changes in behavior or circumstances. If planning or discussions about future steps for the member's care are discussed in this field, it indicates the member's receptiveness to these plans, i.e., again – the focus is on the member’s response more than anything else."
LighthouseIPSReport,next_steps,Next steps in supporting the client's employment and education goals.,textarea,TRUE,"The 'Next Steps' field is typically used to note the planned activities or interventions following a clinical session. This could include information about future appointments, client's intent, means, or plan for the future. It can also indicate if there are no additional steps reported at the time of recording. This field is essential for continuity of care and follow-up planning."
LighthouseTobaccoProgressNote,narrative,Tobacco Cessation Services Provided:,textarea,FALSE,
LighthouseTobaccoProgressNote,response,Client response (and family if applicable) to session provided: Prompt client to restate to reflect learning:,textarea,FALSE,
LighthouseTobaccoProgressNote,plan,Plan: Client will continue to work on objectives as outlined in their treatment plan:,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
LincolnBehavioralHousingProgressNoteReport,housing_intervention,Content / Intervention and Progress,textarea,FALSE,
LincolnBehavioralPeerServicesNoteReport,peer_intervention,Content / Intervention and Progress,textarea,FALSE,
LincolnBehavioralResidentialProgressNoteReport,residential_progress,"Progress (or lack of) towards Treatment Plans, Goals, Objectives addressed by this Progress Note",textarea,FALSE,
LincolnBehavioralResidentialProgressNoteReport,residential_assessment_plan,Case Manager's Assessment / Plan of Action,textarea,FALSE,
LincolnCalAIMProgressNote,lincoln_service,Service,textarea,FALSE,
LincolnCalAIMProgressNote,lincoln_next_steps,"Next Steps including, but not limited to, planned action steps by the provider or by the beneficiary, collaboration with the beneficiary, collaboration with other provider(s) and any update to the problem list as appropriate.",textarea,FALSE,
MasadaProgressNoteReport,summary_text,Summary,textarea,FALSE,
MasadaProgressNoteReport,more_check,Will you need more space for Summary?,checkbox,FALSE,
MasadaProgressNoteReport,additional_summary_text,Additional Summary,textarea,FALSE,
MasadaPsychiatryAssessmentReport,psych_assessment_plan,Psych Assessment & Plan,textarea,FALSE,
Maumeereport,focus,"What was the focus of the session (i.e alleviation of emotional disturbances, reversal or change of maladaptive Patters or behaviors, encouragement of personality growth or development)?",textarea,FALSE,
Maumeereport,interventions,Describe the interventions provided,textarea,TRUE,"The Field ‘interventions' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
Maumeereport,response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barrier to progress.",textarea,FALSE,
Maumeereport,plan,Document the plan. If there were barriers describe the plan to overcome the barriers.,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
MaumeeTBSReport,progress,"Progress Note: Brief summary to include: Intervention, Progress, Response, and Plan",textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
MentalhealthresourcesF2FReport,GoalTB,Client Goal Addressed (FACE TO FACE ONLY),textarea,FALSE,
MentalhealthresourcesF2FReport,Goal,,checkbox,FALSE,
MentalhealthresourcesF2FReport,Intervention,,checkbox,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
MentalhealthresourcesF2FReport,InterventionTB,Staff Intervention (FACE TO FACE ONLY),textarea,FALSE,
MentalhealthresourcesF2FReport,Response,,checkbox,FALSE,
MentalhealthresourcesF2FReport,ResponseTB,Client Response to Intervention (FACE TO FACE ONLY),textarea,FALSE,
MentalhealthresourcesF2FReport,Plan,,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
MentalhealthresourcesF2FReport,PlanTB,Plan (What are the next Steps):,textarea,FALSE,
MentalhealthresourcesReportSUDF2F,Notes,,checkbox,TRUE,"This field usually includes any additional observations or comments from the therapist about the client's current state, behaviors, or treatment progress. It can sometimes include more general information of worth-noting issues that happened during the session or the meeting."
MentalhealthresourcesReportSUDF2F,NotesTB,Notes:,textarea,FALSE,
MeridianBriefFacetoFaceReport,client_present,Client Present:,dropdown,FALSE,
MeridianBriefFacetoFaceReport,others_present,Others Present:,dropdown,FALSE,
MeridianBriefFacetoFaceReport,if_yes,If Yes Specify:,textarea,FALSE,
MeridianBriefFacetoFaceReport,purpose_of, Purpose of Visit:,textarea,FALSE,
MeridianBriefFacetoFaceReport,mood,Mood:,checkbox,FALSE,
MeridianBriefFacetoFaceReport,affect,Affect:,checkbox,FALSE,
MeridianBriefFacetoFaceReport,suicidal_ideation,SI/HI:,radio,FALSE,
MeridianBriefFacetoFaceReport,homicidal_ideation,,radio,FALSE,
MeridianBriefFacetoFaceReport,current_symptoms,Current Symptoms:,textarea,TRUE,"This field outlines the current symptoms observed by the therapist. The descriptions encompass a broad range of physical, emotional, and mental symptoms. These may include, but are not limited to, insomnia, negative self-talk, rumination, panic attacks, fatigue, difficulty focusing, or physical manifestations of emotional states such as a shrunken posture or tension in the body"
MeridianBriefFacetoFaceReport,behavioral_obs,Behavioral Observations:,textarea,FALSE,
MeridianBriefFacetoFaceReport,additional_comments,Additional Comments:,textarea,FALSE,
MeridianBriefFacetoFaceReport,other_issues,Other Mental Health Issues:,dropdown,FALSE,
MeridianBriefFacetoFaceReport,fyes_spec,If Yes Specify:,textarea,FALSE,
MeridianBriefFacetoFaceReport,findings_planemptytxt,Findings and Plan,textarea,FALSE,
MeridianCareCoordinationReport,note_topics,Note On Topics Discussed Findings & Plan:,textarea,FALSE,
MeridianCareCoordinationReport,persons_involved, Persons involved in this event:,textarea,FALSE,
MeridianCareCoordinationReport,info_provided,Information provided on advance care planning/advance directives.,radio,FALSE,
MeridianCareCoordinationReport,comments,Comments:,textarea,TRUE,"This field allows healthcare professionals to capture supplementary information at their discretion, without categorical limitations but may often include information not covered by other fields, or issues that require extra emphasis."
MeridianPeerCounselingReport,desc_activitytxt,Describe Individualized Activity,textarea,FALSE,
MeridianReport,client_present,Client Present:,radio,FALSE,
MeridianReport,others_present,Others Present:,radio,FALSE,
MeridianReport,others_present_comment,,textarea,TRUE,"This field provides a record of the individuals who attended the meeting. The role of each attendee, such as 'Case Manager' or 'Foster Mother'. The attendees may include specialists from various disciplines or organizations, family members, friends and the client themselves. It also may note whether the individuals were present at session location or via telehealth."
MeridianReport,level_of_participation,Level of Participation:,dropdown,FALSE,
MeridianReport,individual_additional_comments,Additional Comments:,textarea,TRUE,This field allows healthcare professionals to capture supplementary information about the client that does not match other fields.
MeridianReport,mood,Mood:,checkbox,FALSE,
MeridianReport,affect,Affect:,checkbox,FALSE,
MeridianReport,suicidal_ideations,SI/HI:,radio,FALSE,
MeridianReport,homicidal_ideations,,radio,FALSE,
MeridianReport,other_mental_health_issues,Other Mental Health Issues:,dropdown,FALSE,
MeridianReport,mental_status_additional_comments,Additional Comments:,textarea,TRUE,"This field encompasses the therapist's comments, assessments, and observations that provide indications regarding the client's mental status. This may include, but is not limited to, orientation, reality testing, speech rate, thought process and moods. It may also include any recorded information regarding thoughts of self-harm or harm to others."
MeridianReport,therapist_interventions,Therapist Interventions:,textarea,TRUE,"This field describes the therapeutic interventions employed by the therapist during a therapy session. It may include the orientation/modality of therapy used, such as 'Motivational Interviewing,' 'CBT,' or 'DBT.' Specific interventions, such as 'Cognitive Defusion,' 'Validation,' or 'Emotion Regulation Skills,' may also be documented. The description may encompass the issue/therapeutic goals for which the intervention is intended."
MeridianReport,response_to_interventions,Progress/Client Response to Interventions:,textarea,TRUE,The Field ‘response_to_interventions' captures the client’s thoughts and feelings towards the various interventions administered by the therapist throughout the session. This might include different reactions towards the therapist’s suggestions or any type of therapeutic intervention. Response can be verbal and explicit or more implicit in the form of engagement level. May take into account progress or regression and prognosis. Should describe individual's engagement in session
MeridianReport,comment_on_plan,Comment on Plan:,textarea,TRUE,This field provides the expected actions to be taken by the client between the end of the current session and the beginning of the following session that will be conducive to working toward their treatment goals.
MorrisonSIRPNoteReport,situation_text,Situation,textarea,FALSE,
MorrisonSIRPNoteReport,intervention_text,Intervention,textarea,FALSE,
MorrisonSIRPNoteReport,response_text,Response,textarea,FALSE,
MorrisonSIRPNoteReport,plan_text,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
NCMCaseManagementReport,location,Location of Service,radio,TRUE,"This field indicates the client's physical location during the session, including where they were when taking call for an online session (e.g., their home, a relative's home, a public park)."
NCMCaseManagementReport,talked_parent,Talked with parent of child?,checkbox,FALSE,
NCMCaseManagementReport,situation,Situation,textarea,FALSE,
NCMCaseManagementReport,progress,Progress or lack of progress,textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
